code,naam,cat,subcat,eenheid,leverancier
"99AC1024,""Combileiding 1/4--1/2"""" 20 m (met iso)"",Koperleiding,Combileiding,stuk"
"99AC1044,""Combileiding 1/4--1/2"""" 30 m (met iso)"",Koperleiding,Combileiding,stuk"
"99AC1028,""Combileiding 3/8--5/8"""" 20 m (met iso)"",Koperleiding,Combileiding,stuk"
"99AC1048,""Combileiding 3/8--5/8"""" 30 m (met iso)"",Koperleiding,Combileiding,stuk"
"3401014,""Koelleiding 3/8"""" lengte 5 mtr"",Koperleiding,Koelleiding (staven),stuk"
"3401015,""Koelleiding 1/2"""" lengte 5 mtr"",Koperleiding,Koelleiding (staven),stuk"
"3401016,""Koelleiding 5/8"""" lengte 5 mtr"",Koperleiding,Koelleiding (staven),stuk"
"3401017,""Koelleiding 3/4"""" (18mm) lengte 5 mtr"",Koperleiding,Koelleiding (staven),stuk"
"3401018,""Koelleiding 7/8"""" (22mm) lengte 5 mtr"",Koperleiding,Koelleiding (staven),stuk"
"3401006,""Koelleiding 1 1/8"""" lengte 5 mtr"",Koperleiding,Koelleiding (staven),stuk"
"3410007,""Koelleiding 1 3/8"""" lengte 5 mtr (K65)"",Koperleiding,Koelleiding (staven),stuk"
"3410008,""Koelleiding 1 5/8"""" lengte 5 mtr (K65)"",Koperleiding,Koelleiding (staven),stuk"
5501020,Armaflex isolatietape á 15 mtr,Tape & Lijmen,Isolatietape,stuk
"5502001,""Armaflex lijm potje 0,25 l"",Tape & Lijmen,Lijmen,stuk"
99TP0006,Witte NITO tape,Tape & Lijmen,NITO Tape,stuk
99TP0007,Zwarte Nito tape,Tape & Lijmen,NITO Tape,stuk
"8999203,""ResQ-tape zwart 3,65mtr smal (25,4mm)"",Tape & Lijmen,ResQ Tape,stuk"
"8999266,""ResQ-tape zwart 3,65mtr breed (50,8mm)"",Tape & Lijmen,ResQ Tape,stuk"
4181818,Tape Rood,Tape & Lijmen,Markeeringstape,stuk
4181825,Tape Blauw,Tape & Lijmen,Markeeringstape,stuk
281274,Aspen Channelclip voor flowfit (van Walraven),Waterzijdig,Flowfit,stuk
3947921,Flowfit systeembuis D25 10mm iso rol 25mtr (blauw),Waterzijdig,Flowfit,stuk
8483919,Flowfit systeembuis D25 10mm iso rol 25mtr (rood),Waterzijdig,Flowfit,stuk
